customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1036863,42,,suburban,yes,true,9,2,686,true,79.99,B,false,true,36.76,173.25,32.49,0,0.8,-0.165,0.0196,13.13,17,7,3.541875,-8.087153813,1.33,23,0,0,0,0,false
1036889,66,professional,suburban,yes,true,6,5,183,true,29.99,B,false,true,29.29,265.25,39.99,0,0,-1.845,0.014,54.51,7.67,2.67,1.467037902,8.453274101,7,17,0,0,0,0,false
1036905,24,,,no,false,4,3,56,true,99.99,B,false,true,57.08,873.25,59.99,10.25,0,0.475,0.021,249.21,37,10,1.27736,8.482936828,6.67,21,6.33,0,0,1,false
1036919,56,clerical,,unknown,false,2,2,367,false,9.99,E,false,true,38.22,235,50.36,0,0,2.38,0.3154,35.43,8.67,4.33,1.36675,-6.273092489,1.67,17,7.33,0,0,3,false
1036939,0,,suburban,unknown,false,0,2,66,true,29.99,E,true,false,82.3,690.5,37.04,28.5,0,8.23,-0.8422,169.32,47,1.33,0.643141026,-5.354466052,9,19,6,0,0,0,false
1036967,54,,suburban,yes,false,6,1,627,true,0,B,false,true,10.57,65.5,10,0.5,0.42,-0.77,0.022,0.41,1.33,0,3.556666667,21.92993179,5,21,0,0,0,0,false
1036987,58,,town,unknown,true,9,2,77,true,29.99,D,false,true,31.14,451.75,39.99,3.25,0,0.685,0.061,90.46,20,14,1.838833333,7.190404145,7.67,21,9.67,0,0,0,false
1036997,54,,suburban,unknown,true,9,1,581,true,0,B,false,true,116.22,694.5,49.99,215,0,1.33,0.3734,180.41,54,0.33,0.657675676,13.82549827,24,19,0,0,0,0,false
1037029,0,,,unknown,false,0,1,688,true,0,C,true,false,32.49,241.25,32.49,0,0,-0.985,0,0,0,0,0,1.570741692,0,23,0,0,0,0,false
1037040,48,,town,yes,true,6,2,107,true,29.99,B,true,false,20.6,412.25,9.22,0,0,0.095,-0.0664,140.55,28,9.67,0.859652728,3.780608957,8,17,0,0,0,0,false
1037047,28,,suburban,unknown,false,5,3,80,true,149.99,B,false,true,50.41,605.5,59.99,0,0.42,2.31,-6.00E-04,183.19,32,32.33,1.279324324,22.31289602,5,19,0,0,0,0,false
1037057,0,,,unknown,false,0,3,110,true,149.99,E,true,false,92.04,2173.5,80.9,17.5,0,-17.47,-1.795,564.97,48.33,33,0.906103133,-8.677552799,36,17,10.67,0,0,0,false
1037081,0,,,unknown,false,0,1,687,true,0,B,true,false,50.25,88.75,50,0,0,-0.135,-0.005,0.44,2.33,0,5.201680672,-6.903830867,1.67,23,0,0,0,0,false
1037091,56,,town,no,false,6,2,439,true,79.99,B,false,true,43.42,496.5,32.49,0.75,10.63,3.15,-0.1126,144.79,18.33,21,1.575159335,6.492623386,19,23,0,0,0,0,false
1037100,44,crafts,,yes,true,6,3,229,true,59.99,B,false,true,36.45,901.75,30,15,0,1.285,0.033,249.14,62,38,0.333539453,12.24040687,93,21,6.67,1,1,0,false
1037116,40,,suburban,unknown,false,6,3,30,true,29.99,C,false,true,45.04,329,30,0,0.17,-0.28,-0.029,6.51,28.33,1,0.696629213,-16.1834519,19.67,21,3.33,0,0,0,false
1037141,50,,suburban,no,false,6,1,687,true,0,B,true,false,49.44,391.75,45,17.75,0,-2.195,0.2662,48.47,20,5.67,2.2025,-4.833718663,3.33,23,0,0,0,0,false
1037160,50,,,yes,true,6,1,580,true,0,B,false,true,61.42,164.25,69.99,4.75,0,0.055,-0.0286,11.82,28,4.67,2.363636364,-5.823295077,1.33,19,0.33,0,0,0,false
1037185,24,,,yes,false,4,1,518,true,0,B,false,true,18.14,20.5,14.67,0.25,0,-0.39,-0.1978,0.09,1.33,0.33,4.47761194,-15.90224836,0.33,17,0,0,0,0,false
1037194,26,,town,no,false,8,1,518,true,0,B,false,true,31.73,212.75,32.49,0,0,-0.035,0.0154,43.09,15.67,5.33,1.776561948,-4.23259011,2.67,17,0,0,0,0,false
1037200,34,,town,yes,true,9,1,626,true,0,B,false,true,54.49,381.25,50,0,0,1.695,-0.0248,7.13,4,0,8.363745498,-13.84236287,7,21,0,0,0,0,false
1037232,0,,town,unknown,false,0,2,435,true,149.99,B,true,false,53.94,450.5,44.99,52,0.26,-5.11,-0.379,80.32,30,8.67,0.849705882,-3.371874169,3.33,23,1.33,0,0,0,false
1037248,28,,,no,false,1,4,93,true,149.99,C,true,true,43.3,266.75,54.91,0,0.64,4.245,-0.1062,58.47,28.33,5,0.745758544,-4.810667052,5.67,19,0,0,0,0,false
1037256,34,professional,suburban,yes,true,6,1,517,true,0,C,false,true,60.02,512,50,0.25,0,-1.42,-0.0286,26.99,8.67,0,5.607647059,-13.01596871,8.33,17,7.33,0,0,0,false
1037283,0,,,unknown,false,0,2,14,true,59.99,C,true,false,74.52,698,94.99,17,0,1.84,-1.0148,171.11,23.67,18.67,9.873058382,26.67285867,6.33,21,1,0,0,0,false
1037294,38,,,yes,false,8,4,98,true,99.99,G,false,false,55.14,751.75,44.99,28.5,0,2.225,-0.403,415.58,29.33,2.67,0.727902782,9.087351476,9,19,9,0,0,0,false
1037307,40,,rural,yes,false,9,1,509,true,0,B,true,false,84.68,716.25,69.99,41.5,3.42,1.755,0.241,142.21,0,0,10.99657241,4.585130844,13.67,17,0,0,0,0,false
1037333,72,,,yes,false,5,1,578,true,0,C,false,true,36.44,74.5,32.49,0,2.72,-0.43,-0.0514,0.41,0,0,2.346805737,-9.852055985,2,19,0,0,0,2,false
1037351,40,,,no,true,2,3,204,true,99.99,E,false,true,42.01,422.75,49.99,17.75,0.49,-1.015,-0.1404,87.94,31.67,21.67,1.243826596,-4.175252873,7,17,0,0,0,0,false
1037371,0,,,unknown,false,0,3,185,true,29.99,A,true,false,10.74,342.25,10,0,0,-3.485,-0.0148,79.48,39.33,13,4.407187603,-18.80108799,10,23,0,0,0,0,false
1037377,32,,suburban,no,false,6,1,578,true,0,E,false,true,52.07,431,56.49,19.75,0,2.94,0.0484,59.21,13.67,6,4.281923077,2.163473248,5,19,1.33,0,0,0,false
1037418,0,,suburban,no,false,6,1,684,true,0,B,false,true,35.39,459,44.99,1,0,-1.68,-0.008,89.75,30.67,12.67,0.572968933,-7.372634847,10,23,0.67,0,0,0,false
1037429,0,,town,unknown,false,0,3,2,true,149.99,C,true,false,53.25,438,51.25,0,0,-2.68,0,132.26,1,0.67,1.794960252,11.03700621,16.67,19,0.33,0,0,0,false
1037463,0,,,unknown,false,0,5,47,true,129.99,D,true,false,231.6,1477.25,75,602.5,0,13.095,2.2128,201.2,63,14.67,0.785840333,14.02047622,13,19,0,0,0,0,false
1037476,36,,,unknown,false,5,2,476,true,29.99,D,true,t,48.63,366.25,34.35,44,0,1.415,0.9368,13.03,12.33,0,4.543684211,-2.109239394,9.67,17,3.33,0,0,0,false
1037481,54,,suburban,unknown,false,6,3,72,true,0,D,false,true,10.64,690,10,0.5,0.2,2.14,0.0028,276.1,9.33,46.33,1.758923278,-16.55321831,9,23,0,0,0,0,false
1037504,0,,,unknown,false,0,1,514,false,0,C,true,false,74.74,628.5,50,77.25,0,-3.39,-0.4948,211.49,47.33,23.33,0.914414877,-8.69282307,37.67,17,2,0,0,0,false
1037520,26,,suburban,yes,false,3,2,169,true,29.99,C,false,true,81.15,496.5,30.61,136.25,1.27,-1.09,-0.1962,88.26,22.67,5.33,1.285679631,-2.218851654,42,19,5,0,0,0,false
1037532,24,,town,no,false,1,5,105,true,9.99,E,false,true,52.29,442.25,50.74,22.5,0,-8.845,-1.1858,181.1,16.67,2.67,0.553722959,-2.259849105,15,17,2.33,1,0,0,false
1037566,54,,,yes,false,7,3,370,true,99.99,D,false,true,59.19,608.75,49.99,0,0,1.605,0.0428,111.28,19,1.33,0.566962074,-24.99893516,6.33,17,2,0,0,0,false
1037583,58,,rural,yes,false,6,2,533,true,29.99,E,false,true,56.2,224,65.08,0,0,1.88,0.0758,11.39,3.33,0.33,1.689902831,-10.47422801,5.33,19,0.67,0,0,0,false
1037591,30,,,yes,false,7,1,513,true,0,B,false,true,49.09,205.75,32.49,41.25,0.68,1.945,0.267,41.89,5.67,3,6.941838649,-1.529526247,12.67,17,0,0,0,1,false
1037608,34,,suburban,unknown,false,9,2,575,true,29.99,B,false,true,9.23,537,8.44,1,0,-6.06,-0.1648,166.39,31.67,15.33,5.577791525,-15.28328356,9.67,19,2,0,0,0,false
1037633,28,,town,yes,true,1,2,133,true,149.99,B,false,true,72.59,1054.5,50,61.5,0,4.13,0.812,146.83,31.33,8.33,10.94656802,-4.355757344,15.33,17,0,0,0,2,false
1037640,0,,,no,false,6,3,162,true,29.99,E,true,true,135.09,857.75,69.99,187.25,0,-2.715,-0.7948,207.18,48.67,5.67,2.201171171,-6.913476217,15,19,2.33,0,0,0,false
1037652,60,professional,suburban,unknown,true,3,2,120,true,29.99,E,false,true,53.74,384.5,54.99,0,0,0.67,-0.175,51.54,6.33,0,0.785683669,-6.130520609,2,19,0,0,0,0,false
1037659,44,,,unknown,false,7,2,2,true,29.99,B,false,t,51.19,475.25,45,11.75,0,3.175,-0.0806,103.56,44.67,20.33,1.865319149,-6.645912216,13.33,17,0.67,0,0,0,false
1037668,32,,,yes,false,4,1,513,true,0,B,false,true,35.22,227.25,39.99,0,4.22,-1.225,0.0802,12.01,6,1.67,4.1335,9.215367983,7,17,1.67,0,0,0,false
1037685,42,,,unknown,true,6,2,569,true,59.99,B,false,true,60.91,244.25,69.99,1.25,0,0.415,-0.0184,46.98,32.33,10,1.96810862,-1.904285003,4,19,0,0,0,0,false
1037697,58,,,yes,false,5,1,574,true,0,C,false,true,142.02,716.5,25.4,350.75,0,-14.33,-3.8712,114.25,25.67,5.67,0.664326241,-13.99812115,15,19,2.33,0,0,0,false
1037716,26,,,unknown,true,3,3,529,true,9.99,B,false,true,61.27,120.75,69.99,4.25,0,-1.195,0.0166,75.27,5.67,7,0.207464325,17.94139706,2,19,3,0,0,0,false
1037725,44,,suburban,yes,true,6,3,138,true,39.99,A,false,true,104.51,1082.75,48.46,135.25,0.1,5.225,0.9896,451.44,100.67,53,0.80812306,-17.75209732,13.67,23,0.67,1,1,0,false
1037740,24,,,unknown,false,0,1,574,true,0,E,true,false,79.95,522,84.98,0,0,5.34,0.1998,103.01,32.67,12.33,0.928292749,-11.86077725,1,19,1.67,0,0,0,false
1037757,46,,,unknown,true,8,1,681,true,0,B,false,true,32.49,189.25,32.49,0,0,0.175,0,84.86,19.67,14,2.25,-13.65504228,0.67,23,0,0,0,0,false
1037770,54,professional,suburban,unknown,true,9,2,104,true,129.99,A,false,true,64.48,345.5,69.99,0,0,0.63,0.0544,0,0,0,0,5.926879962,0,21,0,0,0,0,false
1037783,0,,suburban,unknown,false,0,1,573,false,0,E,true,false,52.97,936.75,44.99,48,1.18,2.405,-0.1706,193.47,32,16.33,0.943316053,3.228815987,6,19,5.33,0,0,0,false
1037799,40,,,yes,false,5,2,594,true,79.99,C,false,false,25.64,304.5,30.97,0,0,-6.09,-1.6958,130.39,16.33,16,1.77715525,4.783044098,22.33,21,1,0,0,0,false
1037817,36,professional,,unknown,true,2,1,573,true,0,E,false,true,29.99,83.5,29.99,0,0,0.13,0,0,0,0,0.981666667,2.976203093,6.67,19,0,0,0,0,false
1037831,58,,,yes,false,6,3,236,true,129.99,G,true,true,125.55,1042.25,93.54,9,1.38,-20.845,-2.511,516.93,22.33,52,2.064325151,8.444553457,19,17,2.67,0,0,0,false
1037852,58,professional,suburban,yes,false,4,1,573,true,0,A,false,true,41.16,299.5,32.49,28.25,0.2,-0.81,-0.1734,119.02,28.67,3.67,1.245868294,-8.378217043,2.67,19,0,0,0,0,false
1037863,46,professional,suburban,yes,true,6,1,511,true,0,E,false,true,33.51,61.25,29.99,0,0,-0.465,-0.0054,6.5,3.67,0,0.840434783,-0.538624727,2,17,0,0,0,0,false
1037903,30,,suburban,yes,false,6,2,316,true,149.99,E,false,true,34.99,160.75,44.99,0,0,1.145,0,29.83,21.33,4.33,0.651527663,10.98138072,0,23,0,0,0,0,false
1037928,34,professional,,no,false,7,1,618,true,0,B,false,true,75.38,348,69.99,0,2.07,2.56,0.1322,46.02,9.67,1,11.44444444,20.48143808,4,21,0.33,0,0,0,false
1037956,38,,suburban,yes,false,7,1,509,true,0,B,false,true,30.76,66.5,29.99,0,0,0.59,-0.0154,0,1.33,0,1.944166667,-6.306219732,0.33,17,0,0,0,2,false
1037965,48,,rural,no,false,9,2,209,true,149.99,B,false,true,34.49,537,32.49,0,1.46,-4.18,-0.04,175.48,37.67,4,2.456210993,6.885584408,5.33,17,0,0,0,0,false
1037974,48,,town,unknown,false,9,1,509,true,0,A,false,true,30.7,55,29.99,0,0.2,1.44,-0.0142,1.03,0.67,0,0.243309002,9.701547926,2.33,17,0,0,0,0,false
1037996,38,,,unknown,false,6,5,433,true,199.99,B,false,true,111.67,1110.75,59.99,193.25,0,-5.155,-1.0828,241.56,71.33,23.33,0.493092935,10.01021644,3.67,21,0,0,0,0,false
1038010,70,retired,suburban,yes,false,6,1,571,true,0,B,false,true,48.24,82,54.99,0,0,-0.86,0,21.6,6.33,1,2.436738519,13.24992932,0.33,19,0,0,0,1,false
1038029,46,,,yes,true,6,1,571,true,0,E,false,true,37.73,129,29.99,20,0,0.22,-0.1548,16.04,8.67,1.67,2.757502028,-5.410438893,1.33,19,0,0,0,0,false
1038043,38,,town,no,false,6,1,677,true,0,B,false,true,44.34,163.5,29.99,41,0,-0.09,-0.049,10.17,9,1.33,1.947368421,-15.97918141,5.67,23,0,0,0,0,false
1038057,62,professional,,no,false,6,1,677,true,0,B,false,true,36.96,63,29.99,0,0.48,0.68,0.0238,0.52,6.33,0,1.36425648,-0.546199327,1.67,23,0,0,0,1,false
1038065,30,,,no,false,7,1,508,true,0,C,false,true,35.18,43.75,44.87,0,0,0.525,-0.0038,2.07,4.67,1,1.643086817,7.933122231,2.67,17,1,0,0,0,false
1038085,28,,town,no,false,6,3,272,true,149.99,E,false,true,131.01,2797,84.99,205.25,0,6.1,0.6778,543.65,260,76.67,0.68466,9.259531463,65.33,17,1.33,0,0,0,false
1038107,0,,suburban,unknown,false,0,1,615,true,0,E,true,false,77.15,827.5,46.71,126,0,-16.55,-1.543,535.83,12,2,1.65177819,3.529283683,4.67,21,0.33,0,0,0,false
1038123,0,,suburban,unknown,false,0,1,676,true,0,F,true,false,32.49,124.25,32.49,0,0,1.515,0,0,0.67,0,4.949447077,10.62465596,0.33,23,0,0,0,0,false
1038139,0,,unknown,unknown,false,0,2,61,true,9.99,B,true,false,33.98,240,32.49,0,0,1.16,0.0098,11.28,1,1,2.032913843,-2.363673305,1.33,19,0,0,0,0,false
1038151,48,,,yes,false,3,2,212,true,29.99,C,false,true,148.06,1394.5,54.98,321.75,0,-9.07,-1.8018,528.02,44,61,0.769230769,6.186169817,12.33,19,0,0,0,0,false
1038162,0,,,unknown,false,1,1,615,true,0,D,true,false,78.54,1629.25,84.99,0.25,0.47,3.215,-0.0314,177.55,12,18.67,1.072746479,3.518808224,21,21,7.67,0,0,0,false
1038190,0,,,unknown,false,0,4,20,true,149.99,E,true,false,81.15,1613.75,75,0.25,3.48,-3.795,-0.0438,668.03,116.67,56,1.520521909,-7.52565468,13,17,3.33,0,0,0,false
1038209,0,,,unknown,false,0,2,89,true,29.99,E,true,false,199.5,1486.25,70,505,0,-6.305,-1.295,704.17,67.67,12,1.591167777,2.22577063,42.67,19,4.67,0,0,1,false
1038242,42,professional,,unknown,true,2,2,201,true,79.99,G,false,true,94.48,1940.25,69.99,108.75,0,7.535,1.6462,238.33,16.33,1.67,0.715116279,-11.98254795,7,19,7.33,0,0,0,false
1038256,44,,,yes,true,9,5,45,true,99.99,B,false,true,39.3,269.25,32.49,20.75,0.29,2.375,-0.1362,49.71,16.33,6.67,1.971978489,4.637962935,1.67,17,2,0,0,0,false
1038290,32,,rural,yes,false,6,2,164,true,149.99,B,false,true,54.04,529.25,49.99,0,0.1,-4.305,-0.016,114.3,51.33,22,3.494137931,-18.48662167,9.33,17,0.33,0,0,0,false
1038299,0,,,unknown,false,0,2,371,true,149.99,C,true,false,351.32,3576.75,84.99,1028,6.56,-50.355,-4.883,1686.92,158.67,164,1.230392157,3.837333203,70.67,19,7.67,0,0,0,false
1038310,0,,suburban,unknown,false,0,2,499,true,149.99,B,true,false,49.99,739.5,59.99,0,0,-6.77,0,186.52,103,39,1.020225174,10.46710628,9,19,2,0,0,0,false
1038330,34,,suburban,yes,false,5,2,289,true,149.99,C,false,true,20.48,434.25,10,35,0,-1.325,-0.17,73.14,35,10.33,0.776593407,2.687455519,8,19,1.67,0,0,0,false
1038349,26,,suburban,yes,true,5,2,443,true,29.99,C,false,true,66.21,1043.5,73.46,0,0,0.13,-0.547,261.76,133,51.33,0.93956044,-13.05163426,12.67,19,0.33,0,0,0,false
1038380,24,clerical,,no,false,6,3,109,true,199.99,B,false,true,91.77,552.25,35.07,160,0.93,4.795,1.2274,168.22,50.67,41.67,1.315501312,-7.116399232,6.33,17,2.33,0,0,0,false
1038396,52,,,no,false,6,3,300,true,149.99,B,false,false,51.44,124,50,0,0,-1.74,-0.0288,5.24,10.67,0.67,1.157308187,-0.309837831,1,17,0,0,0,0,false
1038403,22,,suburban,unknown,false,4,2,223,true,149.99,G,true,true,59.6,605.25,49.99,48.5,0,-1.445,-0.3922,112.48,23.33,8,0.71578349,10.84269408,12,21,0.67,0,0,0,false
1038417,30,,town,no,false,6,2,322,true,9.99,B,false,true,28.93,17.25,29.99,0,0,-0.045,0.0032,0,0,0,3.592814371,-1.335270195,0.33,17,0,0,0,0,false
1038442,22,,,no,false,3,1,504,true,0,C,false,true,88.06,364.25,44.76,133,0,-7.285,-0.7612,132.32,18,2.67,0.847464091,8.603005564,5,17,0,0,0,0,false
1038455,52,professional,suburban,yes,true,9,1,612,true,0,B,false,true,60.64,235.75,29.99,84.75,0,-3.595,-0.5734,9.17,14.33,0,2.365863963,-4.345263446,7.67,21,0.67,0,0,0,false
1038470,74,,town,yes,false,9,1,503,true,0,D,false,true,38.55,134.75,29.99,14,3.28,0.405,0.0528,7.77,1.33,0,18.29323308,-6.658866121,1.33,17,0.33,0,0,0,false
1038485,50,,suburban,no,false,9,1,503,true,0,B,false,true,64.84,184,29.99,96.5,0,-2.8,-0.697,10.43,7.33,0.33,6.133,-1.420928542,2.33,17,0,0,0,0,false
1038506,0,,s,unknown,false,0,1,565,true,0,B,true,false,35.09,740.5,44.99,0,0.1,-4.31,-0.002,57.94,3.33,4,0.816680429,14.7655658,3,19,5.33,0,0,0,false
1038521,28,,town,yes,false,6,2,601,false,29.99,B,true,false,13.95,140,10,0,3.21,-0.88,-0.0504,19.04,5.33,1.67,3.068252327,7.668765493,14.67,21,0.67,0,0,0,false
1038538,42,,town,yes,false,9,3,203,true,149.99,B,false,true,10.84,244,10,0.25,0,2.94,0.0108,21.54,14,5,2.008533747,1.30805063,7.67,19,0.67,0,0,0,false
1038566,0,,,unknown,false,0,5,118,true,29.99,F,true,f,53.69,872.25,59.99,9.5,0,3.815,0.214,440.19,31.33,16.33,0.616295804,-14.3596855,14,21,0,0,0,0,false
1038595,44,professional,suburban,yes,true,7,3,341,true,59.99,A,false,true,29.1,755.5,10,64.5,0,5.21,1.1758,44.82,21,8.33,1.877403518,-10.0272772,28,19,0,0,0,0,false
1038619,28,,suburban,no,false,4,2,270,true,29.99,D,true,true,54.24,437.5,59.99,0,0,-3.69,-0.005,86.03,8.33,5.33,1.34375,-11.58343535,7,19,0.33,0,0,0,false
1038634,58,professional,suburban,yes,false,9,2,603,false,79.99,B,false,true,30.24,38,29.99,0,0,-0.08,-0.005,0.53,0.33,0,3.835,4.241490669,2,21,0,0,0,0,false
1038651,60,,rural,no,false,1,1,670,true,0,C,false,true,42.92,690.5,49.99,3,0,0.59,0.0572,101.63,16,1,1.150365854,-14.44454949,7.67,23,3.33,0,0,0,false
1038664,26,professional,,no,false,4,2,259,true,9.99,C,false,true,31.22,276.25,31.22,0,0,3.295,-0.0246,77.22,15,12,2.213477619,-11.91666568,3,23,2,0,0,0,false
1038708,26,,suburban,no,false,6,2,366,true,149.99,B,false,true,84.2,441.75,44.99,30.5,1.04,-2.175,-0.9764,119.16,5,3.33,1.328184464,5.02395742,3.33,19,0,0,0,0,false
1038725,32,,town,no,true,3,1,562,true,0,G,true,true,70.33,1829.5,69.99,47.5,1.39,1.69,-0.0994,925.12,17.33,2,0.537612903,9.845500754,18.33,18,11.33,0,0,0,false
1038752,50,,,no,true,3,1,608,true,0,C,false,true,50.24,113,48.75,0,0,2.48,-0.0046,7.09,12.67,4.33,1.513225424,26.47366088,6.33,21,1,0,0,0,false
1038767,70,crafts,suburban,yes,false,6,1,500,true,0,B,false,t,17.15,5.25,16.99,0,0,0.035,-0.0032,0,0,0,1,7.29516891,0,16,0.33,0,0,0,false
1038775,32,,suburban,yes,false,5,1,608,true,0,B,false,true,101.9,149,104.99,21,0,0.84,0.1908,18.42,4.33,7,1.022,2.21141722,0.33,21,0,0,0,0,false
1038810,0,,,unknown,false,0,1,561,true,0,E,true,yes,108.43,1063.25,75,113.25,1.65,7.435,1.4788,505.04,62.33,15.67,2.315936211,7.521237271,4.33,18,1.33,0,0,0,false
1038830,0,,,unknown,false,3,1,561,true,0,E,true,false,50.85,352.5,49.99,0,0.61,1.73,-0.0016,18.68,11.33,0,2.897307692,4.312844938,8,18,1,0,0,0,false
1038844,28,professional,suburban,yes,true,3,1,561,true,0,C,false,true,56.15,674.75,44.99,90.75,3.78,-2.975,-0.307,76.97,17,1,1.305805541,-3.399074229,7.33,18,3.67,0,0,0,false
1038870,0,,,unknown,false,0,2,15,true,59.99,B,true,false,50.24,1112.75,59.99,0,0,3.045,0.0148,238.72,44,4,0.522872309,-14.80253715,14,20,2,1,0,0,false
1038881,28,,,no,false,7,1,607,true,0,B,false,true,110.56,168.25,119.98,0,0.58,-1.025,-0.0116,36.83,7.33,2.67,3.536977492,13.54225351,3.33,20,0,0,0,0,false
1038899,0,,,unknown,false,0,1,606,true,0,B,true,false,53.96,428.5,50,0,0,2.31,0,30.95,31,9.67,3.976071429,11.06036518,19.33,20,0,0,0,0,false
1038911,0,,suburban,unknown,false,0,2,429,true,149.99,B,true,false,16.27,897.75,10,0,0,-1.615,0.3366,159.34,15.67,10.33,0.533285714,-18.75535405,12,20,0,0,0,2,false
1038932,0,,,unknown,false,1,1,667,true,0,B,false,true,32.49,263.5,32.49,0,0,-0.99,0,40.93,6,1.33,1.972972973,13.31227979,2.33,22,0,0,0,0,false
1038964,84,self-employed,suburban,yes,false,6,2,309,true,59.99,C,false,true,16.99,68.75,16.99,0,0,0.165,0,5.73,0,0.67,25.31578947,-6.927017804,4.67,20,0,1,0,0,false
1039001,84,,suburban,unknown,false,3,1,666,false,0,B,true,false,30.49,130,29.99,1.25,0,1.1,0.03,0,0,0,15.03759398,6.726213066,1.67,22,0,0,0,0,false
1039009,34,,town,unknown,false,9,1,559,true,0,A,false,true,49.99,184,49.99,0,0,0.92,0,61.4,12,23,2.329282188,-2.361765007,11,18,0,0,0,1,false
1039026,36,professional,,no,false,6,1,559,true,0,B,false,true,410.29,1920,50,1190.25,0,-8.52,-2.1904,530.93,103.33,0.67,8.484339374,7.693618326,25.67,18,0.33,0,0,0,false
1039042,32,,,yes,false,7,1,666,true,0,E,false,true,34.99,697.75,44.99,0,0,4.365,0,87.39,11.67,4.67,1.220037319,20.25497997,4.33,22,0,0,0,0,false
1039063,58,,suburban,no,false,3,1,604,true,0,A,false,true,32.49,190.5,32.49,0,0,-0.53,0,0.61,0.67,0.67,1.618571429,15.30357641,1.33,20,0,0,0,0,false
1039081,30,clerical,,no,false,0,3,259,true,59.99,B,true,false,50.09,858.5,59.99,0.25,0,-1.61,-0.002,318.11,61,33.67,1.627927838,-17.73072079,15,20,0,0,0,0,false
1039096,0,,town,unknown,false,0,2,66,true,129.99,E,true,false,68.57,561.5,69.99,9.75,0.97,2.09,0.1716,96.21,30,15.67,0.632183908,12.06582017,17.67,20,1.33,0,0,0,false
1039115,68,,suburban,no,false,8,5,75,true,149.99,D,false,true,210.88,3522.25,104.37,541.5,0,-12.325,-1.049,1292.5,167.33,23.33,0.613621399,-1.792717368,22,16,22.33,0,0,2,false
1039145,0,,suburban,no,false,6,5,96,true,149.99,E,true,false,95.09,1681.25,74.16,0.25,0,-19.185,-1.9486,545.3,115.33,92.33,4.693721941,-8.78649794,39.67,16,3,0,0,0,false
1039162,0,,suburban,no,false,6,1,664,false,0,A,false,false,22.74,41.75,22.74,0,0,-0.195,-0.4352,0,1,0,1.8,6.567313827,0,22,0.67,0,0,0,false
1039197,66,professional,,no,false,6,4,167,true,99.99,B,false,true,30,247.5,30,0,0,0.65,0,0,0,0,0,-2.519021159,0,22,0,0,0,0,false
1039220,0,,town,unknown,false,0,4,179,true,99.99,A,true,false,133.57,897,59.99,196.5,0,-0.2,0.073,230.93,18,0.33,2.488857143,5.373468019,8.33,22,0,0,0,0,false
1039245,0,,,unknown,false,1,2,244,true,29.99,F,true,false,35.37,248.25,34.98,0.25,0.29,-2.365,0.0156,94,0,0,1.54053364,-7.361387349,8.67,22,0,0,0,0,false
1039253,0,,,no,false,1,4,180,true,29.99,B,true,true,50.02,1020.75,30.64,50,3.6,-12.975,-1.3774,286.7,53,13.33,0.88559322,11.70301228,15,22,21,0,0,0,false
1039274,0,,,unknown,false,0,1,662,true,0,F,true,false,75,676.75,75,0,0,0.465,0,153.52,24,0.67,10.88875,5.136694514,4.33,22,0,0,0,0,false
1039318,66,,,yes,false,7,1,601,true,0,B,false,true,50,354.5,50,0,0,-0.49,0,1.48,9.33,0,1.726410256,-8.762208587,30.67,20,2.67,0,0,0,false
1039348,58,professional,town,yes,true,6,1,493,true,0,B,false,true,64.87,657.25,54.98,0,3.45,-0.785,0.1878,175.57,31,27.67,0.691133333,-19.09926279,7,16,0,0,0,1,false
1039365,0,,,no,false,7,2,128,true,29.99,G,false,true,15.07,0,6.25,0,0,0,-0.2014,0,0,0,0,15.87654875,0,16,0,0,0,0,false
1039375,38,crafts,town,yes,true,7,2,553,true,29.99,E,false,true,70.84,501.5,69.99,26.5,0,3.01,0.6508,79.05,31.33,3,2.676371978,1.283503962,6,18,4.67,0,0,0,false
1039383,0,,,unknown,false,0,2,513,true,149.99,D,true,false,85.2,0.5,82.52,0,0,-0.01,0.3608,0,0,0,2.03030303,-5.730003864,0,20,0.33,0,0,0,false
1039410,34,,,unknown,false,8,1,600,true,0,B,false,true,55.83,537.25,37.57,51,0.17,7.935,-0.199,139.04,16,3.33,1.6522773,6.598686293,2.67,20,0.33,0,0,0,false
1039435,44,professional,,yes,true,9,1,492,true,0,A,false,true,40.89,240.75,42.48,0,0,-1.675,-0.0106,4.59,3.33,0,2.823861631,-7.722345204,5,16,0,0,0,0,false
1039457,46,self-employed,,yes,true,9,2,66,true,149.99,B,false,true,14.78,619.75,10,0,0,3.465,-0.0156,88.74,52.33,13.67,8.239971088,2.511330083,16.67,20,0,0,0,2,false
1039467,54,professional,,unknown,true,6,7,225,true,29.99,E,false,true,166.63,2516.75,159.99,89.25,0,12.725,0.7942,973.39,33.33,8.67,1.936648084,-10.39557451,125.67,18,0,0,0,0,false
1039483,52,professional,suburban,yes,false,8,3,262,true,129.99,E,false,true,87.3,589.25,74.99,11.25,17.97,1.915,0.8592,0,0,0,0,-21.12011021,0,18,0,0,0,0,false
