ID,Soloist_Rank,Soloist_Name,Soloist_Instrument
878,3,"Zeugner, Max",Contrabass
889,3,"Zeugner, Max",Contrabass
900,3,"Zeugner, Max",Contrabass
922,3,"Zeugner, Max",Contrabass
992,1,"Grossman, David J.",Contrabass
570,4,"Fast, Arlen",Contrabassoon
574,4,"Fast, Arlen",Contrabassoon
967,2,"Fast, Arlen",Contrabassoon
592,1,"Castello, Nerea",Contralto
232,2,"Mead, Tim",Countertenor
418,2,"Davies, Iestyn",Countertenor
434,2,"Davies, Iestyn",Countertenor
382,4,"Jones, Kendrick",Dancer
398,4,"West, Correy",Dancer
406,2,"Fairchild, Robert",Dancer
682,1,"Scott, Brian T.",Dancer
725,2,"Mearns, Sara",Dancer
726,2,"Mearns, Sara",Dancer
729,2,"Mearns, Sara",Dancer
779,3,"Ferri, Alessandra",Dancer
963,4,"Hernandez, Marvin",Dancer
333,2,"Schoevaert, Marion",Designer
340,2,"Schoevaert, Marion",Designer
347,2,"Schoevaert, Marion",Designer
674,3,"Schoevaert, Marion",Designer
685,3,"Schoevaert, Marion",Designer
262,2,"Price, Lonny",Director
396,2,"Rando, John",Director
796,3,"Fitch, Douglas",Director and Designer
613,3,"Price, Lonny",Director and Producer
376,1,"Tang, Junqiao",Dizi [Bamboo flute]
275,3,"Roxbury, Gabriel",Djembe
453,3,"Douglas, Jerry",Dobro
474,3,"Douglas, Jerry",Dobro
482,3,"Douglas, Jerry",Dobro
500,3,"Douglas, Jerry",Dobro
521,3,"Douglas, Jerry",Dobro
530,3,"Douglas, Jerry",Dobro
539,3,"Douglas, Jerry",Dobro
583,3,"Douglas, Jerry",Dobro
134,1,"Lamb, Christopher S.",Drum Set
140,1,"Lamb, Christopher S.",Drum Set
403,1,"Lamb, Christopher S.",Drum Set
475,3,"Erskine, Peter",Drum Set
483,3,"Erskine, Peter",Drum Set
492,3,"Erskine, Peter",Drum Set
501,3,"Erskine, Peter",Drum Set
513,3,"Erskine, Peter",Drum Set
519,4,"Carrington, Terri Lynne",Drum Set
531,3,"Erskine, Peter",Drum Set
540,3,"Erskine, Peter",Drum Set
549,3,"Erskine, Peter",Drum Set
562,3,"Erskine, Peter",Drum Set
571,3,"Erskine, Peter",Drum Set
584,3,"Erskine, Peter",Drum Set
603,4,"Lamb, Christopher S.",Drum Set
672,2,"Meade, Dave",Drum Set
677,2,"Meade, Dave",Drum Set
682,2,"Meade, Dave",Drum Set
687,2,"Meade, Dave",Drum Set
692,2,"Meade, Dave",Drum Set
554,4,"Zeugner, Max",Electric Bass
413,4,"Feder, Oren",Electric Guitar
633,2,"Liimatainen, Juhani",Electronics
8,2,Eletfa [Ìäletfa] Hungarian Folk Band,Ensemble
126,1,Philip Glass Ensemble,Ensemble
279,3,Igudesman & Joo,Ensemble
282,3,Igudesman & Joo,Ensemble
285,3,Igudesman & Joo,Ensemble
291,3,Igudesman & Joo,Ensemble
294,3,Igudesman & Joo,Ensemble
297,3,Igudesman & Joo,Ensemble
300,3,Igudesman & Joo,Ensemble
303,3,Igudesman & Joo,Ensemble
306,3,Igudesman & Joo,Ensemble
309,3,Igudesman & Joo,Ensemble
312,3,Igudesman & Joo,Ensemble
315,3,Igudesman & Joo,Ensemble
318,3,Igudesman & Joo,Ensemble
321,3,Igudesman & Joo,Ensemble
324,3,Igudesman & Joo,Ensemble
328,3,Igudesman & Joo,Ensemble
331,3,Igudesman & Joo,Ensemble
354,2,Music from China,Ensemble
355,2,Music from China,Ensemble
792,4,Silk Road Ensemble with Yo-Yo Ma,Ensemble
793,4,Silk Road Ensemble with Yo-Yo Ma,Ensemble
794,4,Silk Road Ensemble with Yo-Yo Ma,Ensemble
795,4,Silk Road Ensemble with Yo-Yo Ma,Ensemble
799,4,Silk Road Ensemble with Yo-Yo Ma,Ensemble
804,3,Synergy Vocals,Ensemble
858,3,Bridge to Nowhere,Ensemble
982,3,United States Marine Drum and Bugle Corps,Ensemble
983,3,United States Marine Drum and Bugle Corps,Ensemble
984,3,United States Marine Drum and Bugle Corps,Ensemble
985,3,United States Marine Drum and Bugle Corps,Ensemble
986,3,United States Marine Drum and Bugle Corps,Ensemble
987,3,United States Marine Drum and Bugle Corps,Ensemble
989,3,United States Marine Drum and Bugle Corps,Ensemble
990,3,United States Marine Drum and Bugle Corps,Ensemble
992,3,United States Marine Drum and Bugle Corps,Ensemble
275,2,"Paper Mill Playhouse Revival, Cast of","Ensemble, Featured"
218,4,"Ham, Jason",Euphonium
374,2,Snow Lotus Trio,Female Voice
375,2,Snow Lotus Trio,Female Voice
376,2,Snow Lotus Trio,Female Voice
544,2,"Amaya, Omayra",Flamenco Dancer
542,2,"Castellon, Roberto",Flamenco Guitar
10,3,"Langevin, Robert",Flute
36,1,"Griminelli, Andrea",Flute
38,1,"Griminelli, Andrea",Flute
106,1,"Langevin, Robert",Flute
128,1,"Langevin, Robert",Flute
162,1,"Church, Sandra",Flute
277,2,"Kaufman, Mindy",Flute
282,2,"Kaufman, Mindy",Flute
288,2,"Kaufman, Mindy",Flute
335,4,"Son, Yoobin",Flute
409,1,"Kaufman, Mindy",Flute
410,1,"Simon, Fiona",Flute
414,1,"Kaufman, Mindy",Flute
415,1,"Simon, Fiona",Flute
426,1,"Kaufman, Mindy",Flute
431,1,"Kaufman, Mindy",Flute
438,1,"Kaufman, Mindy",Flute
445,1,"Kaufman, Mindy",Flute
457,4,"Kaufman, Mindy",Flute
508,1,"Kaufman, Mindy",Flute
512,1,"Kaufman, Mindy",Flute
530,2,"Kaufman, Mindy",Flute
534,2,"Kaufman, Mindy",Flute
536,2,"Kaufman, Mindy",Flute
542,4,"Kaufman, Mindy",Flute
544,4,"Kaufman, Mindy",Flute
574,2,"Kaufman, Mindy",Flute
614,1,"Kaufman, Mindy",Flute
615,1,"Sopp, Alexandra",Flute
618,2,"Langevin, Robert",Flute
621,2,"Langevin, Robert",Flute
623,1,"Kaufman, Mindy",Flute
624,1,"Sopp, Alexandra",Flute
634,3,"Langevin, Robert",Flute
650,1,"Kaufman, Mindy",Flute
655,1,"Langevin, Robert",Flute
656,1,"Church, Sandra",Flute
759,4,"Kaufman, Mindy",Flute
773,4,"Kaufman, Mindy",Flute
807,3,"Mann, Elizabeth",Flute
820,3,"Kaufman, Mindy",Flute
829,3,"Kaufman, Mindy",Flute
839,3,"Kaufman, Mindy",Flute
863,4,"Kaufman, Mindy",Flute
864,2,"Son, Yoobin",Flute
871,3,"Kaufman, Mindy",Flute
872,2,"Son, Yoobin",Flute
880,3,"Kaufman, Mindy",Flute
890,1,"Campo, Helen",Flute
897,2,"Son, Yoobin",Flute
900,1,"Langevin, Robert",Flute
909,1,"Campo, Helen",Flute
937,2,"Son, Yoobin",Flute
968,4,"Kaufman, Mindy",Flute
978,4,"Son, Yoobin",Flute
987,2,"Langevin, Robert",Flute
992,2,"Kaufman, Mindy",Flute
996,2,"Kaufman, Mindy",Flute
1002,1,"Langevin, Robert",Flute
963,2,"Son, Yoobin",Flute/Alto Flute
2,3,"Myers, Philip",French Horn
7,4,"Myers, Philip",French Horn
8,3,"Myers, Philip",French Horn
12,4,"Flores, Audrey",French Horn
16,2,"Spanjer, R. Allen",French Horn
17,2,"Wall, Howard",French Horn
23,4,"Spanjer, R. Allen",French Horn
24,4,"Sterrett, Leelanee",French Horn
26,4,"Myers, Philip",French Horn
40,4,"Sterrett, Leelanee",French Horn
41,4,"Wall, Howard",French Horn
48,3,"Wall, Howard",French Horn
54,3,"Wall, Howard",French Horn
64,3,"Wall, Howard",French Horn
72,2,"Wall, Howard",French Horn
74,3,"Wall, Howard",French Horn
84,3,"Wall, Howard",French Horn
88,2,"Myers, Philip",French Horn
90,3,"Wall, Howard",French Horn
94,2,"Myers, Philip",French Horn
97,3,"Wall, Howard",French Horn
100,2,"Myers, Philip",French Horn
111,3,"Wall, Howard",French Horn
118,1,"Myers, Philip",French Horn
118,2,"Myers, Philip",French Horn
121,3,"Wall, Howard",French Horn
128,2,"Myers, Philip",French Horn
131,3,"Wall, Howard",French Horn
138,2,"Myers, Philip",French Horn
142,3,"Wall, Howard",French Horn
148,2,"Myers, Philip",French Horn
152,3,"Wall, Howard",French Horn
153,4,"Myers, Philip",French Horn
158,2,"Myers, Philip",French Horn
161,2,"Myers, Philip",French Horn
162,3,"Wall, Howard",French Horn
167,1,"Spanjer, R. Allen",French Horn
172,3,"Wall, Howard",French Horn
179,3,"Wall, Howard",French Horn
193,2,"Myers, Philip",French Horn
203,2,"Myers, Philip",French Horn
217,3,"Wall, Howard",French Horn
224,2,"Myers, Philip",French Horn
227,3,"Wall, Howard",French Horn
232,4,"Sterrett, Leelanee",French Horn
237,3,"Wall, Howard",French Horn
247,1,"Myers, Philip",French Horn
251,4,"Spanjer, R. Allen",French Horn
252,4,"Sterrett, Leelanee",French Horn
281,2,"Wall, Howard",French Horn
286,2,"Wall, Howard",French Horn
292,2,"Wall, Howard",French Horn
315,2,"Myers, Philip",French Horn
337,1,"Wall, Howard",French Horn
342,3,"Myers, Philip",French Horn
347,1,"Myers, Philip",French Horn
348,3,"Myers, Philip",French Horn
354,3,"Myers, Philip",French Horn
430,1,"Wall, Howard",French Horn
435,1,"Wall, Howard",French Horn
442,1,"Wall, Howard",French Horn
449,1,"Wall, Howard",French Horn
449,4,"Myers, Philip",French Horn
450,4,"Vegeter, Alana",French Horn
460,2,"Myers, Philip",French Horn
465,2,"Myers, Philip",French Horn
470,2,"Myers, Philip",French Horn
476,2,"Myers, Philip",French Horn
525,1,"Myers, Philip",French Horn
533,2,"Spanjer, R. Allen",French Horn
539,2,"Spanjer, R. Allen",French Horn
571,1,"Myers, Philip",French Horn
719,4,"Sterrett, Leelanee",French Horn
726,1,"Spanjer, R. Allen",French Horn
727,1,"Wall, Howard",French Horn
728,1,"Smith, David",French Horn
729,1,"Sterrett, Leelanee",French Horn
730,1,"Yarbrough, Chad",French Horn
740,1,"Spanjer, R. Allen",French Horn
741,1,"Wall, Howard",French Horn
742,1,"Smith, David",French Horn
743,1,"Sterrett, Leelanee",French Horn
744,1,"Yarbrough, Chad",French Horn
754,1,"Spanjer, R. Allen",French Horn
756,1,"Smith, David",French Horn
757,1,"Sterrett, Leelanee",French Horn
758,1,"Yarbrough, Chad",French Horn
765,2,"Myers, Philip",French Horn
766,2,"Sterrett, Leelanee",French Horn
767,2,"Spanjer, R. Allen",French Horn
768,1,"Spanjer, R. Allen",French Horn
769,1,"Wall, Howard",French Horn
769,2,"Deane, Richard",French Horn
770,1,"Smith, David",French Horn
770,2,"Myers, Philip",French Horn
771,1,"Sterrett, Leelanee",French Horn
771,2,"Sterrett, Leelanee",French Horn
772,1,"Yarbrough, Chad",French Horn
772,2,"Spanjer, R. Allen",French Horn
773,2,"Wall, Howard",French Horn
774,2,"Deane, Richard",French Horn
782,1,"Spanjer, R. Allen",French Horn
783,1,"Wall, Howard",French Horn
784,1,"Smith, David",French Horn
785,1,"Sterrett, Leelanee",French Horn
786,1,"Yarbrough, Chad",French Horn
796,1,"Spanjer, R. Allen",French Horn
797,1,"Wall, Howard",French Horn
798,1,"Smith, David",French Horn
799,1,"Sterrett, Leelanee",French Horn
800,1,"Yarbrough, Chad",French Horn
810,1,"Spanjer, R. Allen",French Horn
811,1,"Wall, Howard",French Horn
812,1,"Smith, David",French Horn
813,1,"Sterrett, Leelanee",French Horn
814,1,"Yarbrough, Chad",French Horn
822,3,"Wall, Howard",French Horn
824,1,"Spanjer, R. Allen",French Horn
825,1,"Wall, Howard",French Horn
826,1,"Smith, David",French Horn
827,1,"Sterrett, Leelanee",French Horn
828,1,"Yarbrough, Chad",French Horn
838,1,"Spanjer, R. Allen",French Horn
839,1,"Wall, Howard",French Horn
840,1,"Smith, David",French Horn
841,1,"Sterrett, Leelanee",French Horn
842,1,"Yarbrough, Chad",French Horn
851,3,"Wall, Howard",French Horn
868,2,"Spanjer, R. Allen",French Horn
873,2,"Spanjer, R. Allen",French Horn
883,3,"Wall, Howard",French Horn
893,3,"Wall, Howard",French Horn
894,1,"Wall, Howard",French Horn
904,3,"Wall, Howard",French Horn
908,1,"Myers, Philip",French Horn
913,1,"Spanjer, R. Allen",French Horn
915,3,"Wall, Howard",French Horn
968,2,"Wall, Howard",French Horn
993,1,"Myers, Philip",French Horn
993,3,"Spanjer, R. Allen",French Horn
995,2,"Spanjer, R. Allen",French Horn
1000,2,"Wall, Howard",French Horn
1005,3,"Myers, Philip",French Horn
1006,2,"Myers, Philip",French Horn
1007,1,"Myers, Philip",French Horn
1007,3,"Spanjer, R. Allen",French Horn
1008,3,"Sterrett, Leelanee",French Horn
786,4,"Pato, Christina",Gaita
800,4,"Pato, Christina",Gaita
809,4,"Yiming, Gulinaer",Ghijak
780,3,Gotham Chamber Opera Orchestra,Guest Orchestra
137,1,"Bernstein, Jamie",Guest Speaker
13,2,"Roth, Tali",Guitar
267,3,"Kuney, Scott",Guitar
307,2,"Davin, Colin",Guitar
456,3,"Carpenter, Mary Chapin",Guitar
460,3,"Carpenter, Mary Chapin",Guitar
463,3,"Levine, Duke",Guitar
472,3,"Levine, Duke",Guitar
479,1,"Kuney, Scott",Guitar
485,3,"Levine, Duke",Guitar
488,3,"Jennings, John",Guitar
494,3,"Levine, Duke",Guitar
497,3,"Jennings, John",Guitar
503,3,"Levine, Duke",Guitar
506,3,"Jennings, John",Guitar
515,3,"Levine, Duke",Guitar
518,3,"Jennings, John",Guitar
525,3,"Levine, Duke",Guitar
527,3,"Jennings, John",Guitar
533,3,"Levine, Duke",Guitar
536,3,"Jennings, John",Guitar
542,3,"Levine, Duke",Guitar
545,3,"Jennings, John",Guitar
546,2,"Sainz [SÌÁinz] Villegas, Pablo",Guitar
551,3,"Levine, Duke",Guitar
564,3,"Levine, Duke",Guitar
576,3,"Jennings, John",Guitar
671,2,"Kuney, Scott",Guitar
676,2,"Kuney, Scott",Guitar
686,2,"Kuney, Scott",Guitar
691,2,"Kuney, Scott",Guitar
860,3,"Gulielmetti, Jack",Guitar
805,3,Catch Electric Guitar Quartet,Guitar Quartet
185,1,"Kang, Eunil",Haegum
191,1,"Kang, Eunil",Haegum
197,1,"Kang, Eunil",Haegum
203,1,"Kang, Eunil",Haegum
209,1,"Kang, Eunil",Haegum
215,1,"Kang, Eunil",Haegum
221,1,"Kang, Eunil",Haegum
227,1,"Kang, Eunil",Haegum
1010,1,"Huebner, Eric",Harmonium/Celeste
39,3,"Allen, Nancy",Harp
107,1,"Allen, Nancy",Harp
129,1,"Allen, Nancy",Harp
506,1,"Allen, Nancy",Harp
507,1,"Allen, Nancy",Harp
510,1,"Allen, Nancy",Harp
511,1,"Allen, Nancy",Harp
654,1,"Allen, Nancy",Harp
988,2,"Allen, Nancy",Harp
174,1,"Kahane, Jeffrey",Harpsichord
181,1,"Kahane, Jeffrey",Harpsichord
241,2,"Bordignon, Paolo",Harpsichord
457,2,"Bordignon, Paolo",Harpsichord
483,2,"Bordignon, Paolo",Harpsichord
487,2,"Bordignon, Paolo",Harpsichord
491,2,"Bordignon, Paolo",Harpsichord
494,2,"Bordignon, Paolo",Harpsichord
497,2,"Bordignon, Paolo",Harpsichord
501,2,"Bordignon, Paolo",Harpsichord
504,2,"Bordignon, Paolo",Harpsichord
508,2,"Bordignon, Paolo",Harpsichord
511,2,"Bordignon, Paolo",Harpsichord
647,1,"Bordignon, Paolo",Harpsichord
7,1,"Wiprud, Theodore",Host
312,1,"Schaefer, John",Host
324,2,"Young, Rebecca",Host
351,3,"Young, Rebecca",Host
416,3,"Spurgeon, Jeff",Host
558,2,"Yim, Edward",Host
895,1,"Sachs, Harvey",Host
917,2,"Ward-Bergeman, Michael",Hyper-Accordion
477,4,"Schoevaert, Marion",Illustrator
135,1,"Cobb, Timothy",Jazz Bass
141,1,"Cobb, Timothy",Jazz Bass
265,3,"Haase, Gary",Jazz Bass
480,1,"Donovan, Peter",Jazz Bass
480,3,"Colley, Scott",Jazz Bass
489,3,"Colley, Scott",Jazz Bass
498,3,"Colley, Scott",Jazz Bass
507,3,"Colley, Scott",Jazz Bass
518,4,"Rogers, Reuben",Jazz Bass
519,3,"Colley, Scott",Jazz Bass
537,3,"Colley, Scott",Jazz Bass
546,3,"Colley, Scott",Jazz Bass
555,3,"Colley, Scott",Jazz Bass
568,3,"Colley, Scott",Jazz Bass
577,3,"Colley, Scott",Jazz Bass
590,3,"Colley, Scott",Jazz Bass
656,2,Jazz at Lincoln Center Orchestra,Jazz Ensemble
660,2,Jazz at Lincoln Center Orchestra,Jazz Ensemble
661,2,Jazz at Lincoln Center Orchestra,Jazz Ensemble
57,3,Lee Musiker Trio,Jazz Trio
67,3,Lee Musiker Trio,Jazz Trio
75,2,Lee Musiker Trio,Jazz Trio
77,3,Lee Musiker Trio,Jazz Trio
100,3,Lee Musiker Trio,Jazz Trio
103,2,Lee Musiker Trio,Jazz Trio
104,3,Lee Musiker Trio,Jazz Trio
107,2,Lee Musiker Trio,Jazz Trio
111,2,Lee Musiker Trio,Jazz Trio
114,3,Lee Musiker Trio,Jazz Trio
121,2,Lee Musiker Trio,Jazz Trio
124,3,Lee Musiker Trio,Jazz Trio
131,2,Lee Musiker Trio,Jazz Trio
134,3,Lee Musiker Trio,Jazz Trio
141,2,Lee Musiker Trio,Jazz Trio
145,3,Lee Musiker Trio,Jazz Trio
151,2,Lee Musiker Trio,Jazz Trio
155,3,Lee Musiker Trio,Jazz Trio
162,2,Lee Musiker Trio,Jazz Trio
167,2,Lee Musiker Trio,Jazz Trio
172,2,Lee Musiker Trio,Jazz Trio
175,3,Lee Musiker Trio,Jazz Trio
177,2,Lee Musiker Trio,Jazz Trio
180,3,Lee Musiker Trio,Jazz Trio
182,2,Lee Musiker Trio,Jazz Trio
185,3,Lee Musiker Trio,Jazz Trio
190,3,Lee Musiker Trio,Jazz Trio
196,2,Lee Musiker Trio,Jazz Trio
206,2,Lee Musiker Trio,Jazz Trio
216,2,Lee Musiker Trio,Jazz Trio
220,3,Lee Musiker Trio,Jazz Trio
227,2,Lee Musiker Trio,Jazz Trio
240,3,Lee Musiker Trio,Jazz Trio
251,1,Lee Musiker Trio,Jazz Trio
251,3,Lee Musiker Trio,Jazz Trio
125,1,"Glass, Philip",Keyboard
478,1,"Klitz, Jeffrey",Keyboard
487,1,"Sperling, Ted",Keyboard
186,1,"Kim, Ji Hi",Komungo
192,1,"Kim, Ji Hi",Komungo
198,1,"Kim, Ji Hi",Komungo
204,1,"Kim, Ji Hi",Komungo
210,1,"Kim, Ji Hi",Komungo
216,1,"Kim, Ji Hi",Komungo
222,1,"Kim, Ji Hi",Komungo
228,1,"Kim, Ji Hi",Komungo
800,3,"Yew, Jeanette Oi-Suk",Lighting Designer
972,4,"Druckman, Daniel",Marimba
124,1,New York Choral Artists,Mens Chorus
1,1,"Duke, Cherry",Mezzo-Soprano
11,1,"DeYoung, Michelle",Mezzo-Soprano
67,1,"Paasikivi, Lilli",Mezzo-Soprano
70,1,"Blythe, Stephanie",Mezzo-Soprano
256,3,"Mumford, Tamara",Mezzo-Soprano
321,1,"Otter, Anne Sofie von",Mezzo-Soprano
322,1,"Otter, Anne Sofie von",Mezzo-Soprano
323,1,"Otter, Anne Sofie von",Mezzo-Soprano
324,1,"Otter, Anne Sofie von",Mezzo-Soprano
325,1,"Otter, Anne Sofie von",Mezzo-Soprano
326,1,"Otter, Anne Sofie von",Mezzo-Soprano
394,1,"DiDonato, Joyce",Mezzo-Soprano
407,1,"DiDonato, Joyce",Mezzo-Soprano
408,1,"DiDonato, Joyce",Mezzo-Soprano
452,2,"Otter, Anne Sofie von",Mezzo-Soprano
663,1,"Johnson Cano, Jennifer",Mezzo-Soprano
680,1,"Cooke, Sasha",Mezzo-Soprano
715,3,"Fink, Bernarda",Mezzo-Soprano
778,3,"Brillembourg, Fredrika",Mezzo-Soprano
790,3,"Patterson, Brenda",Mezzo-Soprano
822,4,"Verrez, Virginie",Mezzo-Soprano
849,4,"Verrez, Virginie",Mezzo-Soprano
858,4,"Stotijn, Christianne",Mezzo-Soprano
863,1,"Johnson Cano, Jennifer",Mezzo-Soprano
913,4,"DiDonato, Joyce",Mezzo-Soprano
914,4,"DiDonato, Joyce",Mezzo-Soprano
916,4,"DiDonato, Joyce",Mezzo-Soprano
932,2,"Benter, Lacey Jo",Mezzo-Soprano
936,3,"Fischer, Abigail",Mezzo-Soprano
952,4,"DiDonato, Joyce",Mezzo-Soprano
953,4,"DiDonato, Joyce",Mezzo-Soprano
983,2,"Blythe, Stephanie",Mezzo-Soprano
1000,1,"Mumford, Tamara",Mezzo-Soprano
1004,4,"Eddy, Sandra Piques",Mezzo-Soprano
613,1,"Langevin, Robert",MIDI Flute
622,1,"Langevin, Robert",MIDI Flute
48,2,"Rence, Dorian",Narrator
56,2,"Rence, Dorian",Narrator
60,1,"Plummer, Christopher",Narrator
64,2,"Rence, Dorian",Narrator
293,2,"Rence, Dorian",Narrator
339,2,"Rence, Dorian",Narrator
346,2,"Rence, Dorian",Narrator
372,1,"Rence, Dorian",Narrator
418,1,"Rence, Dorian",Narrator
435,3,"Gilbert, Alan",Narrator
436,1,"Rence, Dorian",Narrator
443,1,"Rence, Dorian",Narrator
450,1,"Rence, Dorian",Narrator
476,4,"Young, Rebecca",Narrator
479,2,"Rence, Dorian",Narrator
752,2,"Torre, Joe",Narrator
946,1,"Keillor, Garrison",Narrator
447,3,"Bronfman, Yefim",None
449,3,"Bronfman, Yefim",None
450,3,"Bronfman, Yefim",None
566,1,"Bronfman, Yefim",None
567,1,"Bronfman, Yefim",None
707,2,"Batiashvili, Lisa",None
942,4,"DiDonato, Joyce",None
11,3,"Wang, Liang",Oboe
16,3,"Wang, Liang",Oboe
163,1,"Sylar, Sherry",Oboe
173,1,"Wang, Liang",Oboe
225,4,"Wang, Liang",Oboe
226,4,"Lee, Tuck",Oboe
245,4,"Wang, Liang",Oboe
278,2,"Sylar, Sherry",Oboe
283,2,"Sylar, Sherry",Oboe
289,2,"Sylar, Sherry",Oboe
336,4,"Sylar, Sherry",Oboe
375,1,"Wang, Liang",Oboe
427,1,"Sylar, Sherry",Oboe
432,1,"Sylar, Sherry",Oboe
439,1,"Sylar, Sherry",Oboe
446,1,"Sylar, Sherry",Oboe
528,2,"Wang, Liang",Oboe
529,2,"Wang, Liang",Oboe
555,1,"Wang, Liang",Oboe
558,1,"Wang, Liang",Oboe
569,2,"Sylar, Sherry",Oboe
765,4,"Sylar, Sherry",Oboe
831,3,"Botti, Robert",Oboe
865,2,"Botti, Robert",Oboe
869,2,"Botti, Robert",Oboe
881,3,"Botti, Robert",Oboe
891,1,"Sylar, Sherry",Oboe
891,3,"Botti, Robert",Oboe
898,2,"Botti, Robert",Oboe
910,1,"Sylar, Sherry",Oboe
912,4,"Leleux, Francois",Oboe
913,3,"Botti, Robert",Oboe
970,2,"Botti, Robert",Oboe
990,2,"Wang, Liang",Oboe
997,2,"Sylar, Sherry",Oboe
964,2,"Ikuma, Keisuke",Oboe / English Horn
1004,1,"Wang, Liang",Oboe / English Horn
806,3,Orchestra of St. Luke's,Orchestra
808,3,Orchestra of St. Luke's,Orchestra
809,3,Orchestra of St. Luke's,Orchestra
810,3,Orchestra of St. Luke's,Orchestra
811,3,Orchestra of St. Luke's,Orchestra
924,3,Special Music School High School Orchestra,Orchestra
925,3,Face the Music,Orchestra
926,3,Special Music School High School Orchestra,Orchestra
929,3,Special Music School High School Orchestra,Orchestra
930,3,Face the Music,Orchestra
932,3,Orchestra of St. Luke's,Orchestra
933,3,Orchestra of St. Luke's,Orchestra
934,3,Orchestra of St. Luke's,Orchestra
938,3,Orchestra of St. Luke's,Orchestra
965,3,American Composers Orchestra,Orchestra
966,3,American Composers Orchestra,Orchestra
967,3,American Composers Orchestra,Orchestra
968,3,American Composers Orchestra,Orchestra
969,3,American Composers Orchestra,Orchestra
970,3,American Composers Orchestra,Orchestra
242,2,"Shin, Dongsok",Organ
311,1,"Tritle, Kent",Organ
416,2,"Suzuki, Masato",Organ
422,2,"Suzuki, Masato",Organ
431,2,"Suzuki, Masato",Organ
442,2,"Suzuki, Masato",Organ
456,2,"Tritle, Kent",Organ
8,4,"Druckman, Daniel",Percussion
22,4,"Druckman, Daniel",Percussion
38,4,"Druckman, Daniel",Percussion
70,3,"Cutler, Rick",Percussion
77,2,"Cutler, Rick",Percussion
80,3,"Cutler, Rick",Percussion
93,3,"Cutler, Rick",Percussion
103,3,"Cutler, Rick",Percussion
105,2,"Cutler, Rick",Percussion
107,3,"Cutler, Rick",Percussion
109,2,"Cutler, Rick",Percussion
112,2,"Cutler, Rick",Percussion
117,3,"Cutler, Rick",Percussion
123,2,"Cutler, Rick",Percussion
127,3,"Cutler, Rick",Percussion
133,2,"Cutler, Rick",Percussion
137,3,"Cutler, Rick",Percussion
143,2,"Cutler, Rick",Percussion
148,3,"Cutler, Rick",Percussion
154,2,"Cutler, Rick",Percussion
165,2,"Cutler, Rick",Percussion
166,4,"Druckman, Daniel",Percussion
168,3,"Cutler, Rick",Percussion
170,2,"Cutler, Rick",Percussion
175,2,"Cutler, Rick",Percussion
178,3,"Cutler, Rick",Percussion
180,2,"Cutler, Rick",Percussion
185,2,"Cutler, Rick",Percussion
187,1,"Zerna, Kyle",Percussion
188,3,"Cutler, Rick",Percussion
189,2,"Cutler, Rick",Percussion
198,3,"Cutler, Rick",Percussion
199,1,"Zerna, Kyle",Percussion
199,2,"Cutler, Rick",Percussion
203,3,"Cutler, Rick",Percussion
205,1,"Zerna, Kyle",Percussion
209,2,"Cutler, Rick",Percussion
211,1,"Zerna, Kyle",Percussion
213,3,"Cutler, Rick",Percussion
217,1,"Zerna, Kyle",Percussion
219,2,"Cutler, Rick",Percussion
223,1,"Zerna, Kyle",Percussion
223,3,"Cutler, Rick",Percussion
229,1,"Zerna, Kyle",Percussion
230,2,"Cutler, Rick",Percussion
243,3,"Cutler, Rick",Percussion
250,1,"Cutler, Rick",Percussion
254,3,"Cutler, Rick",Percussion
304,2,"Druckman, Daniel",Percussion
359,2,"Lamb, Christopher S.",Percussion
360,2,"Druckman, Daniel",Percussion
398,1,"Lamb, Christopher S.",Percussion
548,4,"Lamb, Christopher S.",Percussion
555,4,"Lamb, Christopher S.",Percussion
585,2,"Druckman, Daniel",Percussion
586,2,"Zerna, Kyle",Percussion
588,2,"Lamb, Christopher S.",Percussion
589,2,"Druckman, Daniel",Percussion
590,2,"Zerna, Kyle",Percussion
591,2,"Lamb, Christopher S.",Percussion
592,2,"Zerna, Kyle",Percussion
594,2,"Lamb, Christopher S.",Percussion
595,2,"Druckman, Daniel",Percussion
596,2,"Zerna, Kyle",Percussion
599,2,"Druckman, Daniel",Percussion
600,2,"Zerna, Kyle",Percussion
610,1,"Currie, Colin",Percussion
619,1,"Currie, Colin",Percussion
631,2,"Lamb, Christopher S.",Percussion
632,2,"Druckman, Daniel",Percussion
670,3,"Lamb, Christopher S.",Percussion
671,3,"Zerna, Kyle",Percussion
672,3,"Rhoten, Markus",Percussion
673,3,"Druckman, Daniel",Percussion
675,3,"Druckman, Daniel",Percussion
676,3,"Rhoten, Markus",Percussion
677,3,"Zerna, Kyle",Percussion
679,3,"Lamb, Christopher S.",Percussion
680,3,"Lamb, Christopher S.",Percussion
681,3,"Zerna, Kyle",Percussion
682,3,"Druckman, Daniel",Percussion
684,3,"Lamb, Christopher S.",Percussion
689,3,"Rhoten, Markus",Percussion
692,3,"Druckman, Daniel",Percussion
693,3,"Zerna, Kyle",Percussion
759,2,"Druckman, Daniel",Percussion
760,2,"Zerna, Kyle",Percussion
761,2,"Caterisano, Michael",Percussion
784,2,"Druckman, Daniel",Percussion
785,2,"Zerna, Kyle",Percussion
786,2,"Caterisano, Michael",Percussion
816,3,"Druckman, Daniel",Percussion
