ID,Orchestra,ComposerName,ConductorName
448,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
744,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
858,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
232,New York Philharmonic,"Beethoven, Ludwig van","Gaffigan, James"
278,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
908,New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
576,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
667,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
746,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
30,New York Philharmonic,"Falla, Manuel de","Boreyko, Andrey"
581,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
618,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
446,NY Philharmonic Ensembles,"Beethoven, Ludwig van","Gilbert, Alan"
200,New York Philharmonic,"Speaks, Oley","Fisher, Rob"
460,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
443,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
380,NYP Presentation,"Piovani, Nicola","Gilbert, Alan"
262,New York Philharmonic,"Villegas, Mondriana","Gersen, Joshua"
525,New York Philharmonic,"Offenbach, Jacques","Gilbert, Alan"
609,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
745,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
428,NY Philharmonic Ensembles,"Ravel, Maurice","Gilbert, Alan"
793,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
445,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
948,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
690,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
795,New York Philharmonic,"Schoenberg, Arnold","Gilbert, Alan"
493,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
647,New York Philharmonic,"Verdi, Giuseppe","Gilbert, Alan"
660,New York Philharmonic,"Ligeti, GyÌ¦rgy","Gilbert, Alan"
401,New York Philharmonic,"Yanov-Yanovsky, Dmitri","Gilbert, Alan"
42,New York Philharmonic,"Chaplin, Charles","Brock, Timothy"
625,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
548,New York Philharmonic,"Scriabin, Alexander","Gilbert, Alan"
303,New York Philharmonic,"Lindberg, Magnus","Gilbert, Alan"
570,NY Philharmonic Ensembles,"Anthem,","Gilbert, Alan"
363,New York Philharmonic,"Rota, Nino","Gilbert, Alan"
204,Musicians from the New York Philharmonic,"Garcia, Jerry","Fisher, Rob"
741,New York Philharmonic,"Bloch, Ernest","Gilbert, Alan"
834,NY Philharmonic Ensembles,"Haydn, Franz Joseph","Gilbert, Alan"
488,Musicians from the New York Philharmonic,"Rimsky-Korsakov, Nikolai","Gilbert, Alan"
184,NY Philharmonic Ensembles,"Elgar, Sir Edward","Fisher, Rob"
282,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
697,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
871,New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
360,New York Philharmonic,"Aho, Kalevi","Gilbert, Alan"
527,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
725,NYP Presentation,"Stravinsky, Igor","Gilbert, Alan"
377,Members of NY Philharmonic,"Morricone, Ennio","Gilbert, Alan"
171,Members of NY Philharmonic,"Bartok [BartÌ_k], BÌ©la","Eschenbach, Christoph"
627,NY Philharmonic Ensembles,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
207,Musicians from the New York Philharmonic,"Robinson and White, William Smokey"" and Ronald""","Fisher, Rob"
850,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
202,Musicians from the New York Philharmonic,"Traditional,","Fisher, Rob"
892,New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
390,New York Philharmonic,"Gruber, HK","Gilbert, Alan"
310,New York Philharmonic,"Reineke, Steven","Gilbert, Alan"
680,Musicians from the New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
981,Musicians from the New York Philharmonic,"Lunsqui, Alexandre","Gilbert, Alan"
598,New York Philharmonic,"Anderson, Leroy","Gilbert, Alan"
44,New York Philharmonic,"Gershwin, George","Browning, Doe"
990,New York Philharmonic,"Morricone, Ennio","Gilbert, Alan"
836,New York Philharmonic,"Puccini, Giacomo","Gilbert, Alan"
45,New York Philharmonic,"Glanert, Detlev","Bychkov, Semyon"
502,New York Philharmonic,"Menotti, Gian Carlo","Gilbert, Alan"
1011,New York Philharmonic,"Rota, Nino","Gilbert, Alan"
583,New York Philharmonic,"Strayhorn, Billy","Gilbert, Alan"
796,Musicians from the New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
447,Musicians from the New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
355,New York Philharmonic,"Wang, Lu","Gilbert, Alan"
311,New York Philharmonic,"Newman, Randy","Gilbert, Alan"
931,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
889,Musicians from the New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
15,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Blomstedt, Herbert"
433,New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
553,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
54,New York Philharmonic,"Franklyn, Milt","Daugherty, George"
976,New York Philharmonic,"Ades [AdÌ¬s], Thomas","Gilbert, Alan"
286,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
222,New York Philharmonic,"Berlioz, Hector","Fruhbeck de Burgos, Rafael"
784,New York Philharmonic,"Rossini, Gioachino","Gilbert, Alan"
34,NY Philharmonic Ensembles,"Zemlinsky, Alexander","Boreyko, Andrey"
1002,NYP Presentation,"Gershwin, George","Gilbert, Alan"
957,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
544,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
963,Members of NY Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
739,NY Philharmonic Ensembles,"Ravel, Maurice","Gilbert, Alan"
410,New York Philharmonic,"Kern, Jerome","Gilbert, Alan"
975,New York Philharmonic,"Ades [AdÌ¬s], Thomas","Gilbert, Alan"
478,NY Philharmonic Ensembles,"Verdi, Giuseppe","Gilbert, Alan"
93,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
368,New York Philharmonic,"Bacalov, Luis Enrique","Gilbert, Alan"
929,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
68,New York Philharmonic,"Franklyn, Milt","Daugherty, George"
499,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
919,New York Philharmonic,"Musorgsky, Modest","Gilbert, Alan"
974,New York Philharmonic,"Ades [AdÌ¬s], Thomas","Gilbert, Alan"
73,New York Philharmonic,"Anderson, Julian","Davis, Andrew"
406,Shanghai Orchestra Academy,"Elbel, Louis","Gilbert, Alan"
55,New York Philharmonic,"Stalling, Carl W.","Daugherty, George"
594,New York Philharmonic,"Smetana, Bedrich","Gilbert, Alan"
941,NY Philharmonic Ensembles,"Strauss, Richard","Gilbert, Alan"
386,New York Philharmonic,"Salonen, Esa-Pekka","Gilbert, Alan"
340,New York Philharmonic,"Traditional,","Gilbert, Alan"
85,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
749,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
498,Musicians from the New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
819,Musicians from the New York Philharmonic,"Britten, Benjamin","Gilbert, Alan"
732,NYP Presentation,"Ravel, Maurice","Gilbert, Alan"
185,Musicians from the New York Philharmonic,"Haydn, Franz Joseph","Fisher, Rob"
425,New York Philharmonic,"Verdi, Giuseppe","Gilbert, Alan"
383,NYP Presentation,"Ortolani, Riziero Riz""""","Gilbert, Alan"
103,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
381,Musicians from the New York Philharmonic,"Neikrug, Marc","Gilbert, Alan"
932,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
192,New York Philharmonic,"Dvorak, AntonÌ_n","Fisher, Rob"
451,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
676,New York Philharmonic,"Liszt, Franz","Gilbert, Alan"
362,Musicians from the New York Philharmonic,"Rota, Nino","Gilbert, Alan"
82,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
655,New York Philharmonic,"Khachaturian, Aram","Gilbert, Alan"
704,NY Philharmonic Ensembles,"Bernstein, Leonard","Gilbert, Alan"
664,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
866,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
956,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
531,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
991,NYP Presentation,"Morricone, Ennio","Gilbert, Alan"
17,New York Philharmonic,"Dvorak, AntonÌ_n","Boreyko, Andrey"
361,New York Philharmonic,"Rota, Nino","Gilbert, Alan"
364,New York Philharmonic,"Rota, Nino","Gilbert, Alan"
273,Musicians from the New York Philharmonic,"Paunio, Pyry","Gersen, Joshua"
180,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Fisher, Rob"
698,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
236,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
235,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
271,New York Philharmonic,"Paunio, Pyry","Gersen, Joshua"
348,Members of NY Philharmonic,"Igudesman, Aleksey","Gilbert, Alan"
812,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
716,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
153,NY Philharmonic Ensembles,"Respighi, Ottorino","Dutoit, Charles"
927,Musicians from the New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
317,New York Philharmonic,"Isham, Mark","Gilbert, Alan"
805,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
632,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
59,New York Philharmonic,"Stalling, Carl W.","Daugherty, George"
539,New York Philharmonic,"Debussy, Claude","Gilbert, Alan"
294,Musicians from the New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
444,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
965,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
574,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
476,Musicians from the New York Philharmonic,"Poulenc, Francis","Gilbert, Alan"
19,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Boreyko, Andrey"
225,New York Philharmonic,"Strauss, Richard","Fruhbeck de Burgos, Rafael"
96,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
930,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
591,New York Philharmonic,"Chabrier, Emmanuel","Gilbert, Alan"
761,New York Philharmonic,"Respighi, Ottorino","Gilbert, Alan"
254,NY Philharmonic Ensembles,"Mostel, Raphael","Gersen, Joshua"
971,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
682,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
703,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
658,New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
165,New York Philharmonic,"Ravel, Maurice","Dutoit, Charles"
669,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
238,Musicians from the New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
413,New York Philharmonic,"Arlen, Harold","Gilbert, Alan"
989,NYP Presentation,"Lindberg, Magnus","Gilbert, Alan"
711,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
587,New York Philharmonic,"Chabrier, Emmanuel","Gilbert, Alan"
272,New York Philharmonic,"Paunio, Pyry","Gersen, Joshua"
416,NY Philharmonic Ensembles,"Van Heusen, Jimmy","Gilbert, Alan"
1007,New York Philharmonic,"Sager, Carol Bayer, Foster, David","Gilbert, Alan"
816,NYP Presentation,"Strauss, Richard","Gilbert, Alan"
585,New York Philharmonic,"Chabrier, Emmanuel","Gilbert, Alan"
780,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
646,New York Philharmonic,"Elgar, Sir Edward","Gilbert, Alan"
385,New York Philharmonic,"Golijov, Osvaldo","Gilbert, Alan"
738,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
289,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
270,New York Philharmonic,"Rodine, Saevar","Gersen, Joshua"
831,NYP Presentation,"Gershwin, George","Gilbert, Alan"
242,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
907,New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
455,Musicians from the New York Philharmonic,"Bruckner, Anton","Gilbert, Alan"
606,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
828,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
513,New York Philharmonic,"Schubert, Franz","Gilbert, Alan"
714,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
458,New York Philharmonic,"Bruckner, Anton","Gilbert, Alan"
1005,New York Philharmonic,"Schuman, William","Gilbert, Alan"
649,NY Philharmonic Ensembles,"Gershwin, George","Gilbert, Alan"
782,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
276,Musicians from the New York Philharmonic,"Prokofiev, Sergei","Gersen, Joshua"
121,Musicians from the New York Philharmonic,"Schnittke, Alfred","Dohnanyi, Christoph von"
65,Musicians from the New York Philharmonic,"Franklyn, Milt","Daugherty, George"
440,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
878,New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
249,New York Philharmonic,"Sondheim, Stephen","Gemignani, Paul"
74,New York Philharmonic,"Anderson, Julian","Davis, Andrew"
314,New York Philharmonic,"Carey, Mariah","Gilbert, Alan"
208,NYP Presentation,"Rodgers, Richard","Fisher, Rob"
943,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
8,New York Philharmonic,"Felsenfeld, Daniel","Adelson, Michael"
764,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
237,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
156,New York Philharmonic,"Respighi, Ottorino","Dutoit, Charles"
84,Musicians from the New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
720,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
677,New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
532,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
668,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
280,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
914,NY Philharmonic Ensembles,"Sibelius, Jean","Gilbert, Alan"
683,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
191,New York Philharmonic,"Fagin, Gary","Fisher, Rob"
806,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
686,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
638,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
178,New York Philharmonic,"Sousa, John Philip","Fisher, Rob"
435,New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
1012,Musicians from the New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey"
417,New York Philharmonic,"Silvers, Dolores Vicki","Gilbert, Alan"
244,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
705,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
188,New York Philharmonic,"Debussy, Claude","Fisher, Rob"
9,New York Philharmonic,"Carrick, Richard","Adelson, Michael"
622,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
928,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
404,Musicians from the New York Philharmonic,"Liu, Tianhua","Gilbert, Alan"
97,Musicians from the New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
925,New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
206,New York Philharmonic,"Mingus, Charles","Fisher, Rob"
193,New York Philharmonic,"Kern, Jerome","Fisher, Rob"
642,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
12,NY Philharmonic Ensembles,"Berlioz, Hector","Ades [AdÌ¬s], Thomas"
339,New York Philharmonic,"Strauss, Johann, II","Gilbert, Alan"
896,New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
133,New York Philharmonic,"Beethoven, Ludwig van","Dohnanyi, Christoph von"
312,Musicians from the New York Philharmonic,"Tilzer, Albert Von","Gilbert, Alan"
215,Musicians from the New York Philharmonic,"Rota, Nino","Freer, Justin"
398,New York Philharmonic,"Lindberg, Magnus","Gilbert, Alan"
275,Members of NY Philharmonic,"Egan, Elizabeth","Gersen, Joshua"
612,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
263,New York Philharmonic,"Villegas, Mondriana","Gersen, Joshua"
955,New York Philharmonic,"Grieg, Edvard","Gilbert, Alan"
827,Musicians from the New York Philharmonic,"Gershwin, George","Gilbert, Alan"
167,New York Philharmonic,"Penderecki, Krzysztof","Dutoit, Charles"
261,New York Philharmonic,"Villegas, Mondriana","Gersen, Joshua"
633,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
52,Musicians from the New York Philharmonic,"Tobias, Charles","Daugherty, George"
266,New York Philharmonic,"Harris, Gavin","Gersen, Joshua"
234,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
906,Musicians from the New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
148,New York Philharmonic,"Mozart, Wolfgang Amadeus","Dutoit, Charles"
354,New York Philharmonic,"Adolphe, Julia","Gilbert, Alan"
870,NYP Presentation,"Mendelssohn, Felix","Gilbert, Alan"
424,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
152,New York Philharmonic,"Respighi, Ottorino","Dutoit, Charles"
628,Members of NY Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
415,New York Philharmonic,"Mercer, Johnny","Gilbert, Alan"
49,New York Philharmonic,"Mahler, Gustav","Bychkov, Semyon"
508,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
219,NY Philharmonic Ensembles,"Mozart, Wolfgang Amadeus","Fruhbeck de Burgos, Rafael"
412,New York Philharmonic,"McHugh, Jimmy","Gilbert, Alan"
759,New York Philharmonic,"Respighi, Ottorino","Gilbert, Alan"
358,New York Philharmonic,"Jones, Jesse","Gilbert, Alan"
939,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
551,New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
120,New York Philharmonic,"Schnittke, Alfred","Dohnanyi, Christoph von"
767,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
818,New York Philharmonic,"Britten, Benjamin","Gilbert, Alan"
39,New York Philharmonic,"Stravinsky, Igor","Bringuier, Lionel"
408,New York Philharmonic,"Porter, Cole","Gilbert, Alan"
434,Musicians from the New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
750,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
371,New York Philharmonic,"Cipriani, Stelvio","Gilbert, Alan"
848,New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
1010,Musicians from the New York Philharmonic,"Rota, Nino","Gilbert, Alan"
538,New York Philharmonic,"Debussy, Claude","Gilbert, Alan"
81,NYP Presentation,"Prokofiev, Sergei","Davis, Andrew"
918,New York Philharmonic,"Musorgsky, Modest","Gilbert, Alan"
790,Musicians from the New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
387,NYP Presentation,"Lindberg, Magnus","Gilbert, Alan"
379,NYP Presentation,"Fusco, Giovanni","Gilbert, Alan"
172,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Eschenbach, Christoph"
475,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
464,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
509,New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
292,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
457,New York Philharmonic,"Bruckner, Anton","Gilbert, Alan"
1001,New York Philharmonic,"Anthem,","Gilbert, Alan"
529,Musicians from the New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
328,New York Philharmonic,"Salonen, Esa-Pekka","Gilbert, Alan"
829,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
555,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
291,Musicians from the New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
905,New York Philharmonic,"Dvorak, AntonÌ_n","Gilbert, Alan"
63,New York Philharmonic,"Livingston, Alan","Daugherty, George"
826,New York Philharmonic,"Offenbach, Jacques","Gilbert, Alan"
481,New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
670,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
196,New York Philharmonic,"Shea, Michael J.","Fisher, Rob"
252,Members of NY Philharmonic,"Salonen, Esa-Pekka","Gersen, Joshua"
851,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
342,New York Philharmonic,"Kreisler, Fritz","Gilbert, Alan"
372,NYP Presentation,"Cipriani, Stelvio","Gilbert, Alan"
321,Musicians from the New York Philharmonic,"Ligeti, GyÌ¦rgy","Gilbert, Alan"
158,New York Philharmonic,"Respighi, Ottorino","Dutoit, Charles"
22,New York Philharmonic,"Anthem,","Boreyko, Andrey"
146,New York Philharmonic,"Mozart, Wolfgang Amadeus","Dutoit, Charles"
601,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
934,New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
840,New York Philharmonic,"Offenbach, Jacques","Gilbert, Alan"
345,New York Philharmonic,"Perren, Fekaris, and Gaynor, Freddie, Dino, and Gloria","Gilbert, Alan"
463,NY Philharmonic Ensembles,"Sousa, John Philip","Gilbert, Alan"
824,New York Philharmonic,"Offenbach, Jacques","Gilbert, Alan"
517,New York Philharmonic,"Strauss, Johann, II","Gilbert, Alan"
571,New York Philharmonic,"Anthem,","Gilbert, Alan"
47,New York Philharmonic,"Rachmaninoff, Sergei","Bychkov, Semyon"
213,New York Philharmonic,"Rodgers, Richard","Fisher, Rob"
608,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
269,New York Philharmonic,"Rodine, Saevar","Gersen, Joshua"
785,Musicians from the New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
78,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
758,New York Philharmonic,"Respighi, Ottorino","Gilbert, Alan"
297,Members of NY Philharmonic,"Gruber, HK","Gilbert, Alan"
661,New York Philharmonic,"Ligeti, GyÌ¦rgy","Gilbert, Alan"
706,Members of NY Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
691,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
730,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
580,Musicians from the New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
972,NY Philharmonic Ensembles,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
487,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
205,New York Philharmonic,"Garcia, Jerry","Fisher, Rob"
960,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
301,Musicians from the New York Philharmonic,"Marsalis, Wynton","Gilbert, Alan"
470,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
87,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
718,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
787,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
102,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
420,New York Philharmonic,"Haggart, Bob","Gilbert, Alan"
644,NY Philharmonic Ensembles,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
414,New York Philharmonic,"Van Heusen, Jimmy","Gilbert, Alan"
742,Musicians from the New York Philharmonic,"Bloch, Ernest","Gilbert, Alan"
942,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
631,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
319,New York Philharmonic,"Rachmaninoff, Sergei","Gilbert, Alan"
419,Musicians from the New York Philharmonic,"Mann, David","Gilbert, Alan"
181,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Fisher, Rob"
50,New York Philharmonic,"Shostakovich, Dmitri","Bychkov, Semyon"
821,New York Philharmonic,"Britten, Benjamin","Gilbert, Alan"
467,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
886,New York Philharmonic,"Schubert, Franz","Gilbert, Alan"
346,New York Philharmonic,"Conti, Bill","Gilbert, Alan"
7,New York Philharmonic,"Galesi, Julian","Adelson, Michael"
567,New York Philharmonic,"Anthem,","Gilbert, Alan"
327,New York Philharmonic,"Salonen, Esa-Pekka","Gilbert, Alan"
728,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
473,New York Philharmonic,"Vivaldi, Antonio","Gilbert, Alan"
3,New York Philharmonic,"O'Brien, Jake","Adelson, Michael"
26,New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey"
375,New York Philharmonic,"Trovajoli, Armando","Gilbert, Alan"
771,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
872,Members of NY Philharmonic,"Debussy, Claude","Gilbert, Alan"
373,New York Philharmonic,"Morricone, Ennio","Gilbert, Alan"
537,New York Philharmonic,"Debussy, Claude","Gilbert, Alan"
89,NY Philharmonic Ensembles,"Prokofiev, Sergei","Davis, Andrew"
921,New York Philharmonic,"Musorgsky, Modest","Gilbert, Alan"
479,Musicians from the New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
634,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
833,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
808,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
114,New York Philharmonic,"Sousa, John Philip","Dix, Brian"
79,Musicians from the New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
958,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
765,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
559,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
376,NYP Presentation,"Morricone, Ennio","Gilbert, Alan"
134,New York Philharmonic,"Schumann, Robert","Dohnanyi, Christoph von"
985,NY Philharmonic Ensembles,"Lindberg, Magnus","Gilbert, Alan"
246,New York Philharmonic,"Sondheim, Stephen","Gemignani, Paul"
694,Musicians from the New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
218,New York Philharmonic,"Lalo, Edouard","Fruhbeck de Burgos, Rafael"
75,New York Philharmonic,"Franck, CÌ©sar","Davis, Andrew"
366,Musicians from the New York Philharmonic,"Rota, Nino","Gilbert, Alan"
